id|ret
26356|用 户 来 电 反 映 号 码 * * * * * * * * 在 2 0 2 0 - 1 2 - 1 7   办 理 了 北 京 预 存 0 元 送 话 费 送 手 机 冰 激 凌 3 9 8 元 档 （ 2 4 个 月 ） （ 2 4 个 月 ） （ 社 会 渠 道 ） 合 约 套 餐 ， 用 户 称 自 己 当 时 办 理 的 是 两 年 的 合 约 ， 我 方 查 询 目 前 在 2 0 2 1 - 0 1 - 3 1   2 3 :   5 9 :   5 9   到 期 ， 用 户 称 自 己 没 有 使 用 此 套 餐 ， 用 户 要 求 我 方 核 实 原 因 并 回 复 ， 请 处 理 谢 谢 ！
26357|用 户 来 电 称 自 己 的 套 餐 到 期 了 ， 我 方 查 询 到 用 户 的 套 餐 为 畅 爽 冰 激 凌 5 G 套 餐 1 9 9 元 购 机 套 餐 折 扣 （ 7 折 ） 1 2 个 月 合 约 （ 社 会 渠 道 ） ， 用 户 称 自 己 的 套 餐 到 期 了 ， 我 方 查 询 到 用 户 的 套 餐 为 畅 爽 冰 激 凌 5 G 套 餐 1 9 9 元 购 机 套 餐 折 扣 （ 7 折 ） 1 2 个 月 合 约 （ 社 会 渠 道 ） ， 用 户 称 自 己 的 套 餐 到 期 了 ， 我 方 查 询 到 用 户 的 套 餐 为 畅 爽 冰 激 凌 5 G 套 餐 1 9 9 元 购 机 套 餐 折 扣 （ 7 折 ） 1 2 个 月 合 约 （ 社 会 渠 道 ） ， 用 户 称 自 己 的 套 餐 到 期 了 ， 我 方 给 用 户 办 理 了 续 约 ， 用 户 称 自 己 的 套 餐 到 期 了 ， 但 是 用 户 称 自 己 的 套 餐 到 期 了 ， 用 户 要 求 我 方
26358|客 户 来 电 反 映 从 1 月 开 始 ， 在 所 有 位 置 信 号 正 常 ， 无 法 上 网 ， 换 机 换 卡 无 效 ， 经 系 统 查 询 号 码 状 态 正 常 ， 已 为 客 户 进 行 “ 一 键 体 检 ” 操 作 无 效 ， 客 户 要 求 我 方 核 实 具 体 原 因 并 回 复 ， 谢 谢 ！
26359|客 户 来 电 反 映 无 法 接 收 到 短 信 ， 请 提 供 下 发 的 号 码 * * * * * * * * 以 及 时 间 2 0 2 1 :   0 2 :   1 0 ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 要 求 尽 快 处 理 ， 烦 请 处 理 ， 谢 谢 。
26360|用 户 来 电 查 询 手 机 号 * * * * * * * * 在 2 0 2 1 0 1 月 产 生 的 通 话 费 用 ， 我 方 经 系 统 查 询 2 0 2 1 0 1 月 产 生 通 话 费 1 2 6 . 9 0 元 ， 用 户 不 认 可 ， 称 自 己 没 有 使 用 ， 要 求 后 台 核 实 并 尽 快 联 系 处 理 ， 谢 谢
26361|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
26362|用 户 来 电 反 映 手 机 在 所 有 地 方 均 上 网 慢 ， 查 询 用 户 手 机 状 态 正 常 ， 建 议 用 户 换 机 尝 试 ， 用 户 不 认 可 ， 要 求 投 诉 ， 请 尽 快 处 理 ， 谢 谢 。
26363|用 户 来 电 反 映 要 求 我 方 核 实 新 装 宽 带 的 师 傅 是 否 为 单 位 名 称 ： 北 京 智 慧 沃 家 套 内 宽 带 3 0 0 m - 全 家 福 1 3 6 元 档 专 属 ， 我 方 经 系 统 查 询 用 户 办 理 的 全 家 福 1 3 6 元 档 专 属 ， 我 方 按 知 识 库 口 径 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 用 户 称 自 己 没 有 办 理 过 ， 要 求 我 方 核 实 具 体 原 因 并 回 复 ， 请 处 理 ， 谢 谢 ！
26364|用 户 称 自 己 订 购 了 1 9 元 5 G 大 流 量 权 益 包 ， 但 是 自 己 订 购 了 一 个 9 元 1 0 g 董 鹰 定 向 流 量 包 ， 但 是 自 己 订 购 了 一 个 1 9 元 5 G 大 流 量 权 益 包 ， 没 有 走 自 己 订 购 的 流 量 ， 我 方 和 用 户 正 常 解 释 ， 用 户 强 烈 不 认 可 ， 请 后 台 工 作 人 员 核 实 处 理 并 和 用 户 联 系 ， 请 处 理 ， 谢 谢
26365|*   *   *   客 户 反 映 自 己 的 手 机 号 码 今 天 刚 1 号 没 有 打 电 话 ， 但 是 却 产 生 了 通 话 时 间 ， 对 此 不 满 ， 请 尽 快 联 系 处 理 。
26366|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
26367|用 户 来 电 反 映 对 2 0 2 0 1 2   月 份 产 生 的 4 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
26368|用 户 再 次 来 电 反 映 之 前 问 题 ， 详 见 工 单 流 水 号 ： t s * * * * * * * * ， 用 户 称 自 己 没 有 接 到 过 任 何 的 电 话 ， 要 求 我 方 再 次 回 电 处 理 ， 请 处 理 ， 谢 谢 ！
26369|用 户 来 电 反 映 手 机 在 所 有 地 方 均 无 法 连 接 网 络 ， 查 询 用 户 手 机 状 态 正 常 ， 已 为 用 户 一 键 体 检 ， 无 效 ； 建 议 用 户 换 机 尝 试 ， 用 户 不 认 可 ， 要 求 投 诉 ， 请 尽 快 处 理 ， 谢 谢 。
26370|*   *   *   ， 用 户 来 电 称 自 己 手 机 上 网 速 度 慢 ， 已 重 启 手 机 仍 不 行 ， 在 所 有 地 方 都 有 此 问 题 ， 请 处 理 ， 谢 谢
26371|用 户 来 电 反 映 称 自 己 家 里 的 宽 带 i p t v   无 法 使 用 ， 我 方 通 过 系 统 查 询 显 示 用 户 i p t v 为 黑 名 单 用 户 ， 正 常 向 用 户 解 释 ， 用 户 不 认 可 ， 称 自 己 宽 带 为 提 前 续 趸 不 会 产 生 欠 费 ， 现 要 求 我 方 核 实 原 因 并 回 电 请 处 理 谢 谢
26372|用 户 来 电 称 对 2 0 2 1 0 1 月 产 生 的 手 机 上 网 流 量 费 3 0 元 费 用 强 烈 不 认 可 ， 我 方 已 按 业 务 规 则 及 移 动 上 网 日 志 向 用 户 正 常 查 询 解 释 ， 用 户 对 此 强 烈 不 认 可 ， 要 求 上 报 反 馈 至 相 关 部 门 ， 请 处 理 ， 谢 谢 。
26373|* * * * * * * * 用 户 来 电 反 映 ： 针 对 2 0 2 0 1 2 月 产 生 的 6 5 元 的 流 量 费 不 满 ， 称 没 有 出 境 ， 称 是 在 边 境 ， 称 是 在 边 境 没 有 边 界 的 ， 已 按 移 动 上 网 日 志 解 释 ， 用 户 不 满 ， 要 求 核 实 原 因 ， 请 核 实 处 理 并 回 复 ， 谢 谢 ！
26374|用 户 来 电 针 对 手 机 号 ： * * * * * * * * 本 月 产 生 的 手 机 上 网 流 量 费 1 1 4 . 7 5 元 不 认 可 ， 称 是 小 孩 玩 的 ， 要 求 我 方 核 实 处 理 ， 谢 谢
26375|用 户 来 电 反 映 自 己 查 询 1 4 天 行 程 ， 但 是 自 己 没 有 去 过 北 京 ， 但 是 查 询 漫 游 地 显 示 自 己 去 过 北 京 ， 用 户 要 求 我 方 核 实 原 因 ， 请 处 理 ， 谢 谢
26376|用 户 来 电 对 2 0 2 1 . 0 1 月 产 生 的 1 7 4 . 8 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
26377|用 户 来 电 对 2 0 2 1 . 0 1 月 产 生 的 4 . 4 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
26378|用 户 来 电 反 映 手 机 查 询 不 到 漫 游 地 信 息 ， 我 方 建 议 用 户 发 送 c x m y d #   本 手 机 号 对 应 身 份 证 号 后 四 位 至 1 0 0 1 0 ， 用 户 称 发 送 后 仍 无 法 查 询 ， 我 方 建 议 用 户 可 以 通 过 短 信 和 支 付 宝 查 询 漫 游 地 信 息 ， 用 户 称 短 信 也 查 询 不 到 漫 游 地 信 息 ， 现 用 户 要 求 我 方 核 实 原 因 并 回 复 ， 请 处 理 ， 谢 谢
26379|用 户 来 电 反 映 自 己 号 码 被 停 机 了 ， 我 方 查 询 是 第 二 次 停 机 ， 用 户 称 自 己 在 第 二 次 被 停 机 之 前 是 因 为 疑 似 骚 扰 停 机 （ 标 记 ） 第 二 次 被 关 停 ， 我 方 按 照 二 次 关 停 的 解 释 口 径 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 要 求 我 方 核 实 原 因 ， 烦 请 处 理 谢 谢 ！
26380|用 户 来 电 反 馈 ， 针 对 于 本 月 流 量 使 用 不 认 可 ， 我 方 按 上 网 日 志 解 释 ， 用 户 强 烈 不 认 可 ， 烦 请 后 台 处 理 ， 谢 谢 ！
26381|用 户 来 电 要 求 办 理 视 频 橙 卡 ， 我 方 查 询 用 户 有 视 频 橙 卡 ， 我 方 查 询 用 户 有 视 频 橙 卡 ， 我 方 建 议 用 户 可 通 过 线 上 渠 道 办 理 ， 用 户 不 认 可 ， 称 自 己 通 过 线 上 渠 道 办 理 不 了 ， 要 求 我 方 反 馈 ， 请 处 理 ， 谢 谢 ！
26382|用 户 来 电 反 映 称 自 己 银 行 卡 代 扣 业 务 ， 用 户 称 自 己 是 单 位 的 代 扣 人 员 ， 用 户 称 自 己 在 2 0 号 左 右 已 经 把 银 行 卡 代 扣 了 ， 用 户 对 此 不 认 可 ， 我 方 已 向 用 户 正 常 解 释 ， 用 户 对 此 不 认 可 ， 要 求 我 方 反 馈 核 实 请 处 理 谢 谢 ！
26383|用 户 来 电 反 映 自 己 的 号 码 是 北 京 市 海 淀 区 某 某 人 保 安 带 着 用 户 去 营 业 厅 办 理 过 户 ， 营 业 厅 的 营 业 人 员 让 用 户 拿 着 身 份 证 和 号 卡 去 通 州 联 通 营 业 厅 办 理 过 户 手 续 ， 用 户 对 此 不 认 可 ， 称 营 业 厅 的 营 业 人 员 让 用 户 办 理 过 户 ， 用 户 称 自 己 是 公 司 的 老 用 户 ， 现 在 要 过 户 的 ， 用 户 要 求 我 方 给 用 户 核 实 处 理 ， 请 尽 快 处 理 谢 谢 ！
26384|用 户 再 次 来 电 反 映 前 期 问 题 ， 详 见 工 单 ： t s * * * * * * * * ， 用 户 称 我 方 回 复 的 工 作 人 员 没 有 回 复 用 户 ， 用 户 要 求 我 方 再 次 核 实 ， 请 处 理 谢 谢 。
26385|客 户 来 电 反 映 无 法 接 收 到 行 程 码 的 短 信 ， 请 提 供 下 发 的 号 码 1 8 5 *   *   *   以 及 时 间 8 :   0 0 ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 要 求 我 方 尽 快 处 理 此 问 题 ， 烦 请 后 台 尽 快 处 理 ， 谢 谢 ！
26386|用 户 来 电 反 映 前 期 问 题 ， 详 见 工 单 t s * * * * * * * * ， 用 户 称 没 有 回 复 ， 要 求 我 方 尽 快 回 电 ， 请 处 理 ， 谢 谢 。
26387|用 户 来 电 反 映 自 己 的 号 码 是 自 己 的 机 主 ， 但 是 自 己 的 账 单 不 是 自 己 的 机 主 的 ， 用 户 要 求 我 方 核 实 具 体 情 况 ， 请 处 理 ， 谢 谢 ！
26388|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
26389|用 户 来 电 反 映 手 机 在 所 有 地 方 均 无 法 连 接 网 络 ， 查 询 用 户 手 机 状 态 正 常 ， 已 为 用 户 一 键 体 检 ， 无 效 ； 建 议 用 户 换 机 尝 试 ， 用 户 不 认 可 ， 要 求 投 诉 ， 请 尽 快 处 理 ， 谢 谢 。
26390|用 户 来 电 反 映 ， 在 所 有 位 置 信 号 正 常 ， 无 法 发 送 短 信 ， 经 系 统 查 询 号 码 状 态 正 常 ， 用 户 不 认 可 ， 要 求 我 方 核 实 原 因 并 回 复 ， 谢 谢 ！
26391|用 户 来 电 反 映 对 号 码 欠 费 - 1 . 9 元 有 疑 义 ， 我 方 查 询 用 户 号 码 欠 费 为 2 0 2 0 0 1 - 2 0 2 1 0 1   月 份 的 ， 用 户 不 认 可 ， 称 自 己 办 理 的 是 包 年 的 宽 带 ， 不 应 该 有 欠 费 ， 我 方 查 询 用 户 号 码 欠 费 为 2 0 2 0 0 1 - 2 0 2 1 0 1   月 份 的 ， 用 户 不 认 可 ， 要 求 我 方 核 实 原 因 并 回 复 ， 请 处 理 ， 谢 谢
26392|用 户 来 电 反 映 自 己 没 有 办 理 过 5 G 升 级 包 2 9 元 1 0 g （ 立 即 生 效 ） ， 但 是 本 月 产 生 了 副 卡 费 用 1 2 . 2 6 元 ， 我 方 按 照 业 务 规 则 解 释 ， 用 户 不 认 可 ， 称 自 己 没 有 办 理 过 ， 要 求 我 方 核 实 并 回 复 ， 请 处 理 ， 谢 谢 ！
26393|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
26394|* * * * * * * * 某 某 人 ， 用 户 来 电 反 映 1 月 产 生 的 流 量 费 1 0 0 . 0 0 元 不 认 可 ， 称 自 己 从 未 使 用 过 ， 对 产 生 的 费 用 不 认 可 ， 前 期 有 核 减 记 录 ， 请 处 理 。
26395|用 户 来 电 反 映 在 望 京 广 顺 北 营 业 厅 办 理 业 务 ， 用 户 称 有 人 加 了 用 户 的 号 码 ， 用 户 称 在 营 业 厅 办 理 业 务 ， 用 户 称 在 营 业 厅 找 了 一 位 姓 刘 的 员 工 ， 用 户 称 营 业 厅 不 给 办 理 ， 用 户 要 求 我 方 核 实 处 理 ， 请 处 理 ， 谢 谢 ！
26396|用 户 来 电 反 映 自 己 办 理 了 北 京 自 有 人 员 花 呗 金 融 购 机 合 约 2 4 个 月 预 存 0 元 分 期 1 0 0 0 元 购 机 款 - 全 家 福 1 6 6 元 档 专 属 ， 称 第 一 个 月 自 己 主 动 还 款 了 ， 要 求 我 方 为 其 把 电 子 券 偿 还 花 呗 ， 我 方 已 正 常 解 释 ， 用 户 不 认 可 ， 称 自 己 没 有 使 用 ， 要 求 我 方 为 其 上 报 反 馈 并 核 实 处 理 ， 谢 谢 。
26397|用 户 来 电 反 馈 自 己 手 机 扫 健 康 码 ， 显 示 自 己 去 过 河 北 ， 但 是 自 己 没 有 去 过 河 北 ， 用 户 要 求 我 方 反 馈 核 实 ， 烦 请 后 台 处 理 谢 谢 ！
26398|用 户 来 电 反 映 对 2 0 2 1 0 1   月 份 产 生 的 1 6 . 5 0 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢
26399|用 户 来 电 要 求 办 理 副 卡 ， 我 方 查 询 用 户 是 全 家 福 1 1 5 8 元 套 餐 ， 副 卡 无 法 办 理 ， 我 方 查 询 用 户 是 在 2 0 2 1 - 0 1 - 0 9   1 5 :   1 5 :   3 8   办 理 的 ， 用 户 称 自 己 在 网 上 办 理 的 ， 我 方 查 询 用 户 是 在 2 0 2 1 - 0 1 - 0 9   1 5 :   1 5 :   3 8   办 理 的 ， 我 方 已 向 用 户 正 常 解 释 ， 用 户 对 此 强 烈 不 认 可 ， 要 求 我 方 为 其 上 报 反 馈 处 理 ， 烦 请 处 理 ， 谢 谢 ！
26400|用 户 来 电 反 馈 ， 针 对 于 本 月 产 生 的 6 0 元 腾 讯 视 频 会 员 费 用 不 认 可 ， 表 示 自 己 办 理 的 是 腾 讯 大 王 卡 ， 为 什 么 会 自 动 给 其 赠 送 ， 我 方 向 用 户 解 释 ， 用 户 强 烈 不 认 可 ， 烦 请 后 台 处 理 ， 谢 谢 ！
26401|用 户 来 电 称 自 己 的 流 量 已 经 限 速 了 ， 我 方 通 过 上 网 日 志 正 常 跟 用 户 解 释 ， 用 户 强 烈 不 认 可 ， 要 求 我 方 记 录 反 馈 并 核 实 原 因 ， 烦 请 处 理 谢 谢 ！
26402|来 电 反 映 称 自 己 通 过 手 机 营 业 厅 办 理 销 户 ， 但 是 用 户 称 自 己 在 人 脸 识 别 的 时 候 一 直 显 示 错 误 无 法 办 理 ， 用 户 称 自 己 已 经 试 过 很 多 次 了 ， 还 是 无 法 办 理 ， 现 用 户 要 求 我 方 为 其 核 实 处 理 ， 请 处 理 谢 谢
26403|用 户 来 电 反 映 自 己 开 通 了 一 个 沃 派 升 级 包 ， 用 户 称 自 己 在 接 到 电 话 时 ， 提 示 自 己 正 在 进 行 骚 扰 ， 用 户 称 自 己 已 经 拉 入 黑 名 单 ， 但 是 自 己 在 拨 打 时 ， 提 示 自 己 正 在 进 行 骚 扰 ， 用 户 要 求 我 方 核 实 原 因 并 回 复 ， 请 处 理 ， 谢 谢
26404|* * * * * * * * 用 户 来 电 反 映 参 加 了 充 值 5 0 0 返 1 0 0 元 的 活 动 ， 用 户 称 自 己 在 微 信 公 众 号 菜 单 “ 查 询 .   服 务 ” — “ 个 人 中 心 ” — “ 我 的 卡 券 包 ， 无 法 使 用 话 费 券 ， 用 户 称 自 己 在 充 值 5 0 元 的 时 候 ， 无 法 使 用 ， 用 户 称 自 己 已 经 点 击 ， 请 尽 快 核 实 处 理 ， 谢 谢 ！
26405|用 户 来 电 反 馈 自 己 在 2 0 2 0 - 0 5 - 2 8 在 营 业 厅 办 理 了 北 京 预 存 1 0 0 0 元 送 流 量 包 （ 2 4 个 月 ） - 北 京 全 家 福 1 6 6 元 专 属 ， 用 户 称 当 时 营 业 厅 人 员 告 知 用 户 预 存 1 0 0 0 元 赠 送 流 量 包 费 用 ， 我 方 已 向 用 户 正 常 解 释 ， 用 户 对 此 强 烈 不 认 可 ， 要 求 我 方 为 其 上 报 反 馈 处 理 ， 烦 请 处 理 ， 谢 谢 ！
26406|用 户 来 电 反 馈 ， 针 对 于 本 月 产 生 的 上 网 流 量 费 2 元 不 认 可 ， 我 方 按 照 上 网 日 志 解 释 ， 用 户 强 烈 不 认 可 ， 烦 请 后 台 处 理 ， 谢 谢 ！
26407|用 户 来 电 反 映 对 1   月 份 产 生 的 2 9 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
26408|用 户 来 电 反 映 ： 用 户 号 码 流 量 超 出 产 生 费 用 2 . 7 元 ， 我 方 已 经 向 用 户 按 照 上 网 日 志 正 常 解 释 ， 用 户 强 烈 不 认 可 ， 我 方 经 核 实 号 码 为 首 次 来 电 反 馈 流 量 问 题 ， 我 方 通 过 服 务 角 度 为 用 户 进 行 减 免 其 费 用 2 . 7 元 ， 用 户 承 担 0 元 ， 烦 请 相 关 人 员 为 其 核 实 处 理 ， 谢 谢 ！
26409|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
26410|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 一 直 信 号 不 好 ;
26411|* * * * * * * * 某 某 人 用 户 再 次 来 电 反 映 ， 关 于 之 前 投 诉 的 宽 带 费 的 问 题 ， 见 工 单 ： t s * * * * * * * * ， 称 一 直 未 解 决 ， 要 求 尽 快 解 决 并 回 复 。
26412|客 户 来 电 反 映 从 2 0 2 1 0 1   时 间 开 始 ， 在 所 有 位 置 信 号 正 常 ， 无 法 上 网 ， 换 机 换 卡 无 效 ， 经 系 统 查 询 号 码 状 态 正 常 ， 已 为 客 户 进 行 “ 一 键 体 检 ” 操 作 无 效 ， 客 户 要 求 我 方 核 实 具 体 原 因 并 回 复 ， 谢 谢 ！
26413|客 户 来 电 反 映 无 法 接 收 到 短 信 ， 请 提 供 下 发 的 号 码 * * * * * * * * 以 及 时 间 2 0 2 1 . 2 .   1 0 ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 要 求 尽 快 处 理 谢 谢 *   *   *
26414|* * * * * * * * 某 某 人 用 户 来 电 反 映 用 短 信 查 询 1 4 天 行 程 ， 提 示 用 户 1 4 天 之 前 的 行 程 ， 用 户 称 自 己 1 4 天 之 前 已 经 超 1 4 天 了 ， 为 什 么 还 能 查 询 到 ， 用 户 对 此 不 认 可 ， 请 尽 快 核 实 处 理 并 回 复 。
26415|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
26416|用 户 来 电 反 映 对 2 0 2 1 0 1   月 份 产 生 的 6 9 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
26417|用 户 来 电 称 自 己 的 手 机 号 码 无 法 正 常 使 用 ， 我 方 经 系 统 查 询 用 户 的 号 码 状 态 是 局 方 停 机 状 态 ， 正 常 按 照 知 识 库 向 用 户 解 释 ， 用 户 强 烈 不 认 可 ， 要 求 我 方 为 其 核 实 具 体 原 因 并 回 复 ， 请 处 理 ， 谢 谢 ！
26418|用 户 来 电 反 映 自 己 在 旧 宫 营 业 厅 办 理 了 5 G 升 级 包 9 9 元 3 0 g ， 称 营 业 厅 人 员 告 知 用 户 赠 送 3 0 g   流 量 ， 用 户 称 自 己 没 有 使 用 ， 用 户 要 求 我 方 核 实 原 因 ， 请 处 理 ， 谢 谢
26419|* * * * * * * * 某 某 人 用 户 来 电 反 映 ， 针 对 1 月 产 生 的 9 元 2 g 大 流 量 权 益 包 不 认 可 ， 称 自 己 并 未 使 用 ， 已 按 移 动 用 户 上 网 流 量 明 细 正 常 解 释 ， 不 认 可 ， 称 自 己 并 未 使 用 ， 要 求 减 免 费 ， 已 告 知 出 于 服 务 角 度 针 对 1   月 份 产 生 的 9 元 的 流 量 费 用 ， 我 方 为 其 减 免 ， 三 到 五 个 工 作 日 到 帐 ， 到 帐 有 短 信 通 知 ， 此 为 一 次 性 处 理 ， 调 帐 金 额 不 能 开 发 票 ， 用 户 认 可 ， 请 尽 快 调 帐 ， 谢 谢 。
26420|* * * * * * * * 用 户 来 电 反 映 ， 此 号 码 欠 费 - 1 9 2 . 0 0 元 ， 称 自 己 从 未 订 购 过 5 G 升 级 包 2 9 元 1 0 g ， 已 按 业 务 规 则 解 释 ， 用 户 不 认 可 ， 称 自 己 并 未 同 意 办 理 ， 要 求 核 实 原 因 ， 请 尽 快 处 理 并 回 复 。
26421|用 户 来 电 反 映 手 机 号 码 登 录 健 康 宝 获 取 验 证 码 时 总 是 提 示 验 证 码 错 误 ， 用 户 称 尝 试 多 次 都 不 行 ， 我 方 建 议 用 户 稍 后 再 试 ， 用 户 不 认 可 ， 要 求 我 方 核 实 原 因 ， 请 处 理 ， 谢 谢
26422|用 户 再 次 来 电 反 映 之 前 电 子 券 的 问 题 ， 详 见 工 单 ： t s * * * * * * * * ， 我 方 按 照 之 前 工 单 笔 记 向 用 户 解 释 ： 联 系 客 户 ， 告 知 客 户 反 馈 ， 客 户 认 可 。 用 户 称 自 己 联 系 的 是 一 位 工 作 人 员 ， 但 是 一 直 没 有 解 决 ， 现 用 户 要 求 我 方 尽 快 联 系 处 理 ， 请 处 理 ， 谢 谢 ！
26423|非 常 感 谢 您 向 我 们 提 供 这 些 宝 贵 信 息 ， 我 们 已 经 对 您 反 应 的 问 题 进 行 记 录 反 馈 ， 同 时 我 公 司 也 会 持 续 优 化 网 络 ， 建 议 您 留 意 以 后 的 使 用 情 况 ， 谢 谢 ！ ; 投 诉 现 象 最 近 发 生 时 间 ： 以 前 信 号 很 好 ， 最 近 信 号 不 好 ;
26424|* * * * * * * * 号 码 无 法 发 送 短 信 ， 提 示 尚 未 送 达 ， 请 核 实 ， 谢 谢
26425|用 户 来 电 反 映 称 自 己 的 手 机 号 码 无 法 使 用 ， 经 系 统 查 询 到 用 户 号 码 是 中 粮 广 场 b 座 1 0 0 1 ， 用 户 称 自 己 没 有 在 北 京 无 法 前 往 办 理 解 封 业 务 ， 用 户 要 求 我 方 尽 快 核 实 处 理 ， 请 处 理 ， 谢 谢
26426|客 户 来 电 反 映 无 法 接 收 到 短 信 ， 请 提 供 下 发 的 号 码 * * * * * * * * 以 及 时 间 2 0 2 1 年 2 月 1 0 日 8 点 半 左 右 ， 为 客 户 记 录 反 映 ， 客 户 的 诉 求 收 不 到 所 有 短 信 ， 要 求 回 复 ， 请 协 助 ， 谢 谢 *   *   *
26427|*   *   *   ， 用 户 来 电 对 2 0 2 1 0 1 月 产 生 的 5 1 0 . 9 9 元 的 流 量 费 有 疑 义 ， 我 方 经 系 统 查 询 安 上 网 日 志 向 用 户 解 释 ， 用 户 不 认 可 ， 我 方 按 快 速 处 理 向 用 户 核 减 费 用 ， 用 户 不 认 可 要 求 核 实 原 因 ， 请 处 理 ， 谢 谢 。
26428|用 户 来 电 反 映 对 本 月 产 生 的 2 5 . 9 2 元 流 量 费 用 存 在 疑 义 ， 按 移 动 上 网 日 志 向 用 户 正 常 解 释 ， 用 户 不 认 可 ， 我 方 按 照 快 速 流 程 核 减 费 用 ， 用 户 仍 不 认 可 ， 强 烈 要 求 我 方 查 询 具 体 原 因 ， 请 处 理 并 回 复 ， 谢 谢 ！
