id|ret
25754|客户来电反映无法接收到短信，请提供下发的号码********以及时间**:**:**，为客户记录反映，客户的诉求* * * *
25755|********用户来电反映：针对202011-202012月产生的22.60元的流量费不满，称没有使用，已按移动上网日志解释无效，已告知用户本次我方出于服务角度为其减免22.6元，用户承担0元，用户认可，请处理，谢谢。
25756|用户来电要求投诉通话详单，我方告知用户可以通过手厅查询，用户不认可，称自己没有办理过，要求我方核实，请处理，谢谢！
25757|********某某人用户来电反映，此号码局方停机（主副卡停机（主副卡停机），已按口径解释，用户不认可，称之前办理过主副卡业务，本月解除，现要求我方处理解决，请尽快处理并回复。
25758|用户来电称自己想要办理宽带移机，用户称自己不在北京，用户要求我方为其办理，我方已向用户正常解释，用户对此强烈不认可，用户要求我方为其办理，烦请处理谢谢
25759|用户来电反映移机问题，前期工单：ts********，用户称前期回复结果不满意，要求再次处理，烦请处理，谢谢。
25760|用户来电反馈，针对3月17号新入网的号码使用人信息不认可，要求我方反馈，烦请后台帮忙处理，谢谢。
25761|活动名称：京城春节流量红包活动客户办理日期：办理渠道（选择手厅/短信）：问题类型：（查询是否订购成功/红包领取不成功/红包活动咨询/其他）：客户态度（解释认可/解释不认可）：备注：解释认可的选择工单办结，对于不认可的选择工单提交。客户问题描述：客户态度（解释认可/解释不认可）：备注：解释认可的选择工单提交。客户问题描述：客户态度（解释认可/解释不认可）：备注：解释认可的选择工单提交。客户问题描述：客户态度（解释认可的选择工单提交。客户问题描述
25762|用户来电要求办理停机保号业务，我方经系统查询告知用户办理时间为2021-01-05，办理渠道为www. 10010. com，用户不认可，称自己办理的时候没有人告知自己，要求我方核实原因并回复，请处理，谢谢
25763|用户来电反映对202101 月份产生的10.00元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25764|********某某人，此号码要改全家福套餐，用户称自己身边有朋友办理的，但是营业厅告知用户如果营业厅无法操作，用户称身边有联通客服告知可以转接营业厅，用户称自己身边有联通客服告知可以转接，用户称自己身边有联通客服告知可以转接，用户称自己身边有联通客服告知可以转接，用户称自己身边有联通客服告知可以转接，用户称自己身边有联通客服告知可以转接营业厅，用户称自己身边有联通客服告知可以转接营业厅，但是现在身边有联通客服告知无法转接，用户称自己身边有联通客服告知无法转接，用户称联通客服告知无法转接，用户称
25765|用户来电反映自己的宽带无法停机保号，我方告知用户可以办理停机保号，用户称之前来电咨询过可以办理停机保号，我方告知用户可以办理停机保号，用户对此不认可，用户称之前我方人员告知可以办理，我方告知用户可以办理停机保号，用户对此不认可，用户要求我方为其核实什么原因导致无法办理停机保号，请处理，谢谢！
25766|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25767|用户来电反映自己在********办理的业务，用户称自己在房山区燕化园营业厅办理业务，但是用户称自己在********号办理的业务，我方查询没有办理业务，用户要求我方核实处理，请处理，谢谢
25768|用户来电反馈行程卡提示用户去过保定，用户称没有出过北京，用户要求我方反馈核实原因，请处理，谢谢
25769|用户来电反映对1 月份产生的0.27元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25770|用户来电对2021.01月产生的19.17元的流量费有疑义，我方经系统查询安上网日志向用户解释，用户不认可，我方按快速处理向用户核减费用，用户不认可要求核实原因，请处理，谢谢。
25771|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25772|您好，您反映的问题我们已经记录，由于周边基站出现故障，导致该地址周边信号覆盖较差，我公司已安排进行故障处理。”（如用户强烈不认可解答的时限，则解答为因该问题解决涉及到较多客观原因，非我公司可控，完成时间初步估计以“失效时间”字段内容为准）。; 投诉现象最近发生时间：以前信号很好，最近信号不好;
25773|用户来电反映自己在2020年12月参加了充值卡充值100返30返30的活动，但是现在没有返费，用户不认可，要求我方核实情况回电，请处理，谢谢。
25774|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。
25775|用户来电反映对202003 月份产生的38.00元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25776|用户来电对202012 月份产生的29.16元流量费不认可，我方经系统查询安上网日志向用户解释，用户不认可，称自己没有使用过，考虑用户情况，我方承诺为其核减29.16元，同时告知一次性处理，无法打印发票，3-5 工作日到账，用户认可，我方报结束语挂机
25777|用户来电对202101月产生的166.00元的流量费有疑义，我方经系统查询安上网日志向用户解释，用户不认可，我方按快速处理向用户核减费用，用户不认可要求核实原因，请处理，谢谢。
25778|用户来电反映对2020年5-6 月份产生的1元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25779|用户来电称，自己号码无法使用，我方查询为骚扰关停pt01（房产中介），已向用户正常解释，用户强烈不认可，用户称自己不在北京，烦请后台人员处理，谢谢
25780|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25781|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25782|用户来电对202101 月份产生的40.00元流量费不认可，我方经系统查询安上网日志向用户解释，用户不认可，称自己没有使用过，考虑用户情况，我方承诺为其核减40.00元，同时告知一次性处理，无法打印发票，3-5 工作日到账，用户认可，我方报结束语挂机
25783|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25784|用户来电称自己的宽带续费了，但是用户称自己的短信已经删除了，我某某人常解释，用户不认可，要求我方记录反馈，请核实处理谢谢！
25785|用户来电表示对202012 月份产生的65.07元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，称自己没有使用过流量，强烈要求我方上报核实，请处理，谢谢！
25786|用户来电反映自己办理的腾讯大王卡，收到我方下发的短信提示有一个活动参加，用户称自己没有参与，我方查询没有参与的活动，请核实处理，谢谢！
25787|客户来电反映无法接收到短信，请提供下发的号码********以及时间7点左右，为客户记录反映，客户的诉求要求尽快处理。
25788|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25789|用户来电反映对9元2g大流量权益包（立即生效）有疑义，用户称自己不同意办理，我方经系统查询用户办理的是全家福138/136 专属，正常向用户解释，用户不认可，称自己不同意办理，要求我方核实原因并回复，请处理，谢谢。
25790|用户来电称自己在网上办理了一某某人号码，号码为********，用户称自己是黑名单用户，要求我方核实处理，烦请处理，谢谢！
25791|客户来电反映从********时间开始，在所有位置信号正常，无法正常主被叫，换机换卡无效，经系统查询号码状态正常，已为客户进行“一键体检”操作无效，客户要求我方核实具体原因并回复，谢谢！
25792|********某某人用户来电反映对本月产生的流量费200.00元不认可，称流量超出后并未接到我方的提醒短信，已按短信信息查询向其解释不认可，称自己并未使用，已告知可出于服务角度为其核减，用户表示认可，并告知此为一次性处理方案，并告知注意事项，用户认可。烦请处理，谢谢！
25793|用户来电称号码无法接听电话，我方查询用户号码状态正常，一键体检正常，建议用户换机尝试，用户不认可，请核实原因并回电用户，请处理，谢谢！
25794|用户来电反映对202101 月份产生的104.10元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25795|用户来电反映：用户号码流量超出产生费用5元，我方已经向用户按照上网日志正常解释，用户强烈不认可，我方经核实号码为首次来电反馈流量问题，我方通过服务角度为用户进行减免其费用5元，用户承担0元，用户认可，烦请相关人员为其核实处理，谢谢！
25796|用户来电反映自己订购了爱奇艺定向流量会员包（前向）业务，观看爱奇艺时提示免流中，提示哔哩哔哩饱和度不够，用户称自己订购了，但是观看时提示哔哩哔哩饱和度不够，用户要求我方反馈核实请处理谢谢！
25797|用户来电反映：用户号码流量超出产生费用8.1元，我方已经向用户按照上网日志正常解释，用户强烈不认可，我方经核实号码为首次来电反馈流量问题，我方通过服务角度为用户进行减免其费用8.1元，用户承担0元，用户认可，烦请相关人员为其核实处理，谢谢！
25798|客户来电反映无法接收到短信，请提供下发的号码********以及时间2021年2月10日8点半左右，为客户记录反映，客户的诉求要求尽快恢复短信功能，请处理，谢谢
25799|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25800|********用户来电反映，此号码是********，称在1月24日通过手机营业厅办理的挂失，现用户称自己没有在北京，要求我方核实解挂原因，请尽快处理并回复。
25801|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25802|用户来电反映之前问题，详见工单流水号：ts********，我方按照之前工单笔记向用户解释：考虑您的实际情况，我公司将按照套餐资费及套餐资费向用户正常解释，用户不认可，称之前反馈的问题一直没有得到解决，现要求我方尽快核实处理，请处理谢谢！
25803|用户来电称自己的流量是敞开用的，但是用户称自己的流量是敞开用的，我方已向用户正常解释，用户对此强烈不认可，要求我方为其上报反馈，请处理谢谢！
25804|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25805|用户来电反映自己办理的花呗金融分期，本月花呗收到短信提示用户的花呗分期款已经发放，但是用户称自己在沃钱包看到了电子券，用户称自己已经把钱偿还了，但是本月花呗账单显示用户的花呗账单显示是用户的花呗分期，用户对此不认可，要求我方核实，请处理，谢谢！
25806|来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。
25807|********某某人用户来电反映，称现在通过手机营业厅办理9元2g大流量权益包，用户称自己没有办理过，已按业务规则向其解释，用户不认可，称自己没有办理过，现要求核实并回复谢谢！
25808|********用户来电反映，2020年12月30日通过京东办理了金融分期1600元购机合约，用户称当时告知用户可以提供京东交易的流水号，用户称京东客服告知没有，用户称没有，要求我方核实并回复。
25809|用户来电反映自己在2020.12 月份来电取消了联通秘书，我方查询未取消，向用户正常解释，用户不认可，要求我方核实并取消，烦请后台处理谢谢。* * *
25810|用户来电反映前期问题，详见工单：ts********，用户称之前反馈的问题一直没有解决，要求我方再次处理，烦请处理，谢谢！
25811|用户来电称自己办理的是腾讯视频彩铃服务，但是在1 月底的时候就不能使用了，用户称自己已经试过了，也没有兑换过，我某某人常解释，用户不认可，要求我方反馈，请处理，谢谢！
25812|* 机主是否为单位名称：机主非单位名称* 费用争议账期（如201901）：202012* 费用争议金额（请输入金额）：96.65* 客户针对流量费争议点：未使用产生扣费* 是否要求调减费用：调减费用* 客户同意承担缴纳的金额（请输入金额）：0* 客服代表承诺调减金额：未谈费用* 客服代表承诺调减账期：未谈账期* 投诉历史：未调减过费用* 使用注意事项及到账时间提示：未提示用户来电反映：用户号码流量超出产生费用96.65元，我方已经向用户按照上网日志
25813|********用户来电反映，2021-01-17 申请了新装宽带，订单号：********，用户称一直没有人联系，用户称着急使用，要求尽快安装，已按口径解释，用户不认可，请尽快处理并回复。
25814|用户来电称自己在2021-01-06 充值50元话费，但是用户称自己的手机号码现在欠费，我方查询用户的手机号码没有欠费的账户还有余额，我某某人常解释，用户不认可，要求我方反馈，请处理，谢谢！
25815|用户来电反映自己在12月参加了充值500返话费券的活动，但是现在自己没有返话费券，我方按照活动页面向用户正常解释，用户不认可，用户要求我方核实原因并回复，请处理谢谢！
25816|客户反映给所有号码不能发送短信），提示内容：发送失败，已确认客户号码状态正常，短信中心号码设置正确，通过一键体检分析号码均属于正常状态。
25817|用户来电反映对202003 月份产生的49元5g升级包费用存在疑义，按移动上网日志向用户正常解释，用户不认可，称自己没有办理过，强烈要求我方查询具体原因，请处理并回复，谢谢！
25818|用户来电反映手机在所有地方均无法正常接打电话，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。
25819|您反映的问题, 经初步核查为周边用户私装非官方干扰器或直放站对我公司现网基站设备产生干扰导致，我公司无法强制要求用户拆除，此问题将反馈至北京市无线电管理部门，建议您关注后续使用情况，感谢您的理解与支持。; 投诉现象最近发生时间：以前信号很好，最近信号不好;
25820|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25821|用户来电反馈，针对于本月流量费用138元不认可，我方按照上网日志解释，用户不认可，烦请后台处理，谢谢！
25822|用户来电反映称自己办理的5g全家福299元档位套餐，称当时办理时我方告知用户可以减免副卡费用，我方经系统查询用户在2020-12-30 15: 15: 15 办理的，用户称当时办理时我方告知用户可以减免副卡费用，我方经系统查询用户在2020-12-30 15: 15: 15 办理的，用户称当时我方人员告知用户可以减免副卡费用，用户对此不认可，要求我方核实处理，请处理，谢谢
25823|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25824|客户来电反映无法接收到短信，请提供下发的号码* * * * * * 以及时间**:**:**，为客户记录反映，客户的诉求* * * *
25825|********某某人用户来电反映对于本月流量使用有质疑，称自己使用优酷和抖音，都是免流的，为何消耗这么多流量，已按移动上网日志解释，用户不认可，表示自己使用的都是免流的，要求核实原因，烦请相关人员核实并回复，谢谢！
25826|用户来电反映：用户号码流量超出产生费用7.9元，我方已经向用户按照上网日志正常解释，用户强烈不认可，我方经核实号码为首次来电反馈流量问题，我方通过服务角度为用户进行减免其费用7.9元，用户承担0元，用户认可，烦请相关人员为其核实处理，谢谢！
25827|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25828|用户来电反映称手机号码无法正常使用，我方经系统查询用户号码状态正常，用户不认可，现用户要求我方核实具体原因并回复，请处理，谢谢！
25829|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。
25830|用户来电对202101月产生的17.5元的流量费有疑义，我方经系统查询安上网日志向用户解释，用户不认可，我方按快速处理向用户核减费用，用户不认可要求核实原因，请处理，谢谢。
25831|用户来电对202012 月份产生的53.43元流量费不认可，我方经系统查询安上网日志向用户解释，用户不认可，称自己没有使用过，考虑用户情况，我方承诺为其核减53.43元，同时告知一次性处理，无法打印发票，3-5 工作日到账，用户认可，我方报结束语挂机
25832|用户来电反映手机流量使用问题，我方经查询用户手机流量为敞开用套餐流量，用户称自己并未设置流量限制，我方已向用户正常解释，用户不认可，要求我方核实并回电，请处理，谢谢
25833|用户来电对202012 月份产生的192.78元流量费不认可，我方经系统查询安上网日志向用户解释，用户不认可，称自己没有使用过，考虑用户情况，我方承诺为其核减192.78元，同时告知一次性处理，无法打印发票，3-5 工作日到账，用户认可，我方报结束语挂机
25834|用户来电反馈，针对于1 月份产生的111.90元流量费不认可，我方按照上网日志解释，用户不认可，烦请后台处理，谢谢！
25835|用户来电对202101 月份产生的61.02元流量费不认可，我方经系统查询安上网日志向用户解释，用户不认可，称自己没有使用过，考虑用户情况，我方承诺为其核减61.02元，同时告知一次性处理，无法打印发票，3-5 工作日到账，用户认可，我方报结束语挂机（仅调账）
25836|客户来电反映无法接收到短信，请提供下发的号码* * * * * * 以及时间**:**:**，为客户记录反映，客户的诉求* * * *
25837|用户来电反映对账户欠费-202.30元有疑义，我方经系统查询用户套餐为全家福106元档，套餐内宽带为包年的，用户称自己办理宽带时宽带包年款从未返还过，现对欠费不认可，要求我方核实原因并回电请处理谢谢
25838|用户来电对202011月产生的230.00元的流量费有疑义，我方经系统查询按上网日志向用户解释，用户不认可，我方按快速处理向用户核减费用，用户不认可要求核实原因，请处理，谢谢。
25839|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25840|********用户来电反映，此号码注册微信提示注册过微信，用户称不知道有人在用，要求核实处理并回复。
25841|用户来电反映对1 月份产生的300元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25842|用户来电反映称自己查询漫游地一直不显示，用户要求我方核实原因，请处理，谢谢！
25843|用户来电反映自己在2021-02-03 申请了一某某人腾讯大王卡，用户称自己在2021-02-03号申请的，我方查询到用户号码为185元，用户称自己办理成功，用户称自己没有收到，用户要求我方核实，请处理谢谢！
25844|用户来电反映对202101 月份产生的141.83元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25845|用户再次来电反映号码被标记清除，我方告知用户号码标记码号服务平台清除，用户称自己已经关注码号服务平台清除，用户称还是无法正常使用，用户要求我方再次核实处理，请处理谢谢
25846|客户来电表示自己没有办理过5g升级包29元10g，要求取消并退还费用，烦请后台帮忙处理，谢谢。
25847|客户您好！您反映的问题我们已经记录。您投诉的区域，已有基站建设计划，我们正在获取资源，因涉及在别人地方上加资源首先要得到当地居民（或业主）、物业的允许, 目前方案正在制定，仍需一段时间才能开工建设，希望您能耐心等待。如果上述资源全部协调顺利，最长需要三个月才能完成建站，如果您有什么物业关系，能够加快相关资源协调力度，也希望您拨打10139和我们联系，我们自身也会加大协调力度，尽早解决您反映的问题。; 投诉现象最近发生时间：以前信号很好，最近信号不好;
25848|用户来电反映对202102 月份产生的81.10元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25849|用户来电反映自己号码无法登录大数据行程卡，提示用户发送短信，用户称自己发送后提示用户发送失败，用户要求我方核实原因，请处理，谢谢
25850|客户来电反映自己的套餐是48元的，我方给用户查询是48元的套餐，用户不认可，称自己当时办理错了，我方告知是48元的套餐，用户要求我方核实后回电，请处理，谢谢！
25851|用户来电反映在2020-11-11 09: 06: 06 充值100得200元话费，充值100得200元话费，我方查询充值100得200元话费，正常解释，用户不认可，要求我方核实并回复，请处理，谢谢！
25852|用户来电对202101月产生的5元的流量费有疑义，我方经系统查询安上网日志向用户解释，用户不认可，我方按快速处理向用户核减费用，用户不认可要求核实原因，请处理，谢谢。
25853|用户来电反映称之前有10010 人员给用户打电话给用户办理宽带，用户称没有办理过，用户要求我方核实处理，请尽快处理谢谢！
25854|客户来电表示自己的号码经常接到各种电话，要求清除之前机主的信息，烦请后台帮忙处理，谢谢。
25855|用户来电反映对202101 月份产生的81.00元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25856|用户来电反映自己的号码为什么会欠费，我方查询用户的号码是流量王套餐，用户称自己办理的是临时保护开机，我方按照套餐出账及超出账单向用户正常解释，用户强烈不认可，用户称自己的流量王套餐是超出流量的，我方已经和用户正常解释，用户强烈不认可，用户要求我方记录反馈并核实处理，请尽快处理谢谢！
25857|用户来电称手机号码********在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。！
25858|用户来电，表示对本机号码在2020年7 月份到今年1 月份产生的586.7元流量费用存在疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方上报核实，请处理，谢谢
25859|用户来电称自己手机号码欠费-210.22元，用户称自己号码欠费是2012年12 月份欠费210.22元，用户称自己没有欠费，用户要求我方为其核实具体情况，请处理并回复，谢谢
25860|用户来电反映号码无法使用，经查询为局方停机，原因为：疑似骚扰停机，我方按照口径向用户正常解释，用户不认可，称自己人在外地，近期不方便回北京，要求我方协助处理，请核实处理，谢谢
25861|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。
25862|用户来电反映自己号码在上海使用，但是在其他位置都有发生，用户称自己在上海，但是自己查询到自己在北京，用户称自己在上海，用户称自己在上海新中关商城和北京联通的客服联系过，称自己在新中关商城办理了5g升级包，但是自己查询到自己在新中关商城办理的时候告知自己是在上海新中关商城办理的，用户称自己当时办理的时候客服告知自己是在上海新中关商城办理的，但是现在自己查询到自己是在上海新中关商城办理的，用户称自己当时办理的时候告知自己是在上海新中关商城办理的，用户称
25863|********用户来电反映，2020-12-24 接到联通电话推荐低消40，用户称当时办理的时候告知用户最低消费40元，现查询低消40元还补了6元，用户称当时办理的时候告知用户最低消费40元，用户称当时办理的时候告知用户最低消费40元，用户称当时办理的时候告知用户最低消费40元，用户称当时办理的时候告知用户最低消费40元，用户称当时办理的时候告知用户最低消费40元，用户称当时办理的时候告知用户最低消费40元，用户称现在低消40元还差6元，用户要求投诉，请尽快处理并回复。
25864|用户来电称自己没有去过邢台，但是行程码显示去过河北邢台，用户称自己一直在北京朝阳和固安，没有去过邢台，用户要求我方核实处理，请处理谢谢！
25865|客户来电反映从今天开始，在所有位置信号正常，无法上网，换机换卡无效，经系统查询号码状态正常，已为客户进行“一键体检”操作无效，客户要求我方核实具体原因并回复，谢谢！
25866|用户来电反映自己的手机号码在所有位置信号正常，手机上网速度很慢，我方查询用户号码状态正常，建议用户换机换卡重启手机尝试，用户不认可，请核实原因并回电用户，请处理，谢谢！
25867|用户来电反映对202101 月份产生的16元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25868|********某某人，用户来电反映现流量达到40g 封顶，用户称没有接到短信提醒，对此不满，要求尽快处理并回复。
25869|用户来电反映称********此号码经常接到银行的电话，称此号码是自己的，用户称此号码是自己使用56年，用户称此号码是自己的，用户称此号码是自己使用的，用户要求核实此号码是不是自己使用的，用户称此号码是自己的，用户称此号码是自己使用的，用户要求核实处理，请尽快处理，谢谢！
25870|用户来电反映对1 月份产生的20元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25871|用户来电反映在营业厅办理业务，工作人员服务态度不好，态度不好，称在1月15日去营业厅办理业务，营业厅人员让用户做一个手机号码，用户称没有注册微信，用户要求投诉，请处理，谢谢
25872|客服中心接到客户反映通过通信大数据行程卡获取验证码后，提示“应用服务异常”。客户诉求：用户来电反映无法收到健康宝的验证码，我方建议用户稍后再试，用户不认可，称试过很多次了，还是不行，烦请核实处理，谢谢！
25873|用户来电针对202101月产生的219.24元流量费不认可，我方按照上网日志与用户解释并告知用户可以通过短信方式查询流量使用情况，用户仍不认可，要求我方为其核实流量使用情况，请尽快处理，谢谢
25874|用户来电反映自己的手机号码欠费300元，我方查询用户的号码欠费是有隔月欠费的，用户称自己的号码没有隔月欠费的，用户称自己的号码没有隔月欠费的，用户要求我方核实欠费的明细，请处理，谢谢！
25875|用户来电反馈信号正常，手机无法接听电话，我方已向用户正常解释，用户不认可，要求我方反馈核实，请处理，谢谢！
25876|用户来电称在淘宝上办理了新装宽带，订单号：********，用户要求我方核实订单进度，请核实处理，谢谢。
25877|用户来电称自己发送短信提示该服务尚未激活，但是用户发送了几条短信提示该服务未激活，用户要求我方核实原因，请处理，谢谢。
25878|********用户来电反映：称1 月份账单946.22元，称自己没有去过，要求核实原因，请处理并回复，谢谢！
25879|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25880|用户来电反映称自己没有变更套餐，我方经系统查询用户在2020-12-17 接到我方外呼电话办理的变更套餐，用户称当时没有同意办理，现用户要求我方为其办理，请处理谢谢！
25881|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。
25882|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
25883|用户来电针对手机本月产生的20元流量费有疑义，我方经系统查询安上网日志向用户解释，用户不认可，用户不认可要求核实原因，请处理，谢谢。
25884|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25885|用户来电反映称自己办理的宽带套餐为399元/月，我方查询到用户宽带为包年的，用户称自己没有办理过续约，我方已向用户正常解释，用户不认可，要求我方尽快核实处理，请尽快核实处理，谢谢
25886|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25887|客户来电反映无法接收到短信，请提供下发的号码********以及时间2021.2. 10，为客户记录反映，客户的诉求要求尽快恢复。
25888|用户来电对202101月产生的132.84元的流量费有疑义，我方经系统查询安上网日志向用户解释，用户不认可，我方按快速处理向用户核减费用，用户不认可要求核实原因，请处理，谢谢。
25889|********某某人用户来电反映订购了王者荣耀流量权益融合包-12元，用户称自己从未订购过此业务，对此产生质疑，要求核实订购原因，请尽快核实处理并回复。
25890|用户来电反馈自己号码********在11 月份使用了一某某人充100元20元的话费券，但是用户称自己没有使用，我方已向用户正常解释，用户对此强烈不认可，要求我方为其上报反馈处理，烦请处理，谢谢！
25891|用户来电称想要办理携号转网，但是自己不在北京无法办理，我方经系统查询用户办理的是5g全家福套餐，我方已正常向用户解释，客户对此强烈不认可，要求我方为其记录反馈核实处理，烦请处理，谢谢！
25892|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25893|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25894|用户来电反映对202012 月份产生的60元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，我方按照快速流程核减费用，用户仍不认可，强烈要求我方查询具体原因，请处理并回复，谢谢！
25895|客户来电反映无法接收到短信，请提供下发的号码********以及时间2021.2. 10，为客户记录反映，客户的诉求要求我方尽快处理谢谢* * *
25896|用户来电反映称手机号码无法正常使用，我方经系统查询用户号码状态正常，建议用户重启手机或换手机试试，用户不认可称自己重启多次，要求我方核实原因并处理谢谢！
25897|********某某人用户来电反映对1 月份产生的100元流量费用存在疑义，按移动上网日志向用户正常解释，用户不认可，称自己没有使用，强烈要求我方查询具体原因，请处理并回复，谢谢！
